Met file for SINGLE TREE IN 4x4 

&environ		
difsky = 0.0
SWMIN = 0.05
SWMAX = 0.36
/		

&latlong		
lat=37	47	0
long=144	58	0
tzlong=150		
lonhem='E'		
lathem='S'		
/		

&metformat		
dayorhr=1												
khrsperday=48
nocolumns=9
startdate='09/02/12'												
enddate='15/05/12'												
columns=	'DATE'	'RAD'	'TAIR'	'PRESS'	'RH%'	'TDEW'	'WIND'	'CA'	'PPT'	
/												

DATA STARTS
43	999	21.45	101600	62.37	14.7	2.16	430.7	0
43	855.08	22.8	101600	55.94	12.9	2.67	439.24	0
43	377.2	20.9	101620	67.42	15.6	2.54	434.32	20
43	355.1	20.72	101600	64.35	14.2	2.01	429.4	0
43	550	21.13	101630	58.16	11.9	2.32	428.74	0
43	314.52	21.01	101650	55.27	11.6	2.24	428.07	0
43	259.6	21	101660	53.51	11.2	2.35	427.8	0
43	259.98	20.86	101690	51.77	10.3	2.16	427.53	0
43	165.57	20.68	101730	51.79	11.1	2.04	427.29	0
43	105.1	20.34	101760	53.68	12.5	2.18	427.04	0
43	62.84	19.86	101780	58.36	12.5	2.09	426.69	0
43	38.6	19.44	101820	60.57	11.9	1.82	426.34	0
43	11.62	19.04	101850	62.82	12	1.84	431.34	0
43	0.39	18.66	101890	65.69	12.6	1.81	436.34	0
43	0.01	18.32	101910	68.27	12.9	1.46	440.97	0
43	0	18.06	101900	70.72	13.4	1.24	445.6	0
43	0	17.79	101910	72.95	13.7	1.12	448.79	0
43	0	17.62	101900	74.51	13.8	1.21	451.98	0
43	0	17.51	101890	75.04	13.6	1.32	454.65	0
44	0	17.36	101890	75.19	13.4	0.96	457.31	0
44	0	17.19	101860	75.66	13.3	1.13	456.07	0
44	0	17.07	101850	75.95	13.3	1.06	454.82	0
44	0	16.93	101840	76.55	13	1.07	457.38	0
44	0	16.87	101810	76.96	13.2	1.03	459.95	0
44	0	17.13	101800	76.36	13.7	1.09	460.27	0
44	0	17.29	101790	76.5	14	1.05	460.59	0
44	0	17.39	101790	76.8	14.3	0.62	460.71	0
44	0	17.54	101790	76.72	14.1	0.76	460.83	0
44	0	17.73	101810	75.82	14.1	0.96	458.07	0
44	0	17.85	101830	74.52	13.3	1.1	455.31	0
44	0	17.98	101870	71.95	13	1.28	451.29	0
44	0	18.1	101880	70.54	12.9	1.22	447.28	0
44	0	18.15	101900	70.14	12.9	1.34	451.84	0
44	2.59	18.37	101940	69.75	12.9	1.38	456.41	0
44	18.6	18.76	101950	68.6	13.5	1.45	460.63	0
44	58.25	19.13	101970	67.76	13.4	1.52	464.84	0
44	165.95	19.6	101980	65.85	13.6	2.18	455.94	0
44	206.22	20.25	101980	62.34	13.3	1.86	447.04	0
44	382.87	20.97	101980	59.59	13.1	2.15	440.49	0
44	807	20.93	101980	59.87	13.5	1.75	433.95	20
44	611.9	21.22	101980	59.79	14	1.7	433.14	0
44	371.48	21.55	101970	60.25	14.5	1.76	432.34	0
44	513.42	21.83	101950	59.84	14.6	1.6	434.03	0
44	650.28	22.54	101920	57.18	14.5	2.03	435.71	0
44	822.1	23.11	101900	55.16	14.1	2.17	428.13	0
44	533.62	23.66	101880	53.87	14.4	2.18	420.55	0
44	536.5	23.76	101860	54.94	15.3	2.41	417.63	0
44	584.42	23.98	101850	55.67	15.3	2.58	414.71	0
44	493.75	23.92	101830	56.01	15.6	2.56	415.74	0
44	612.63	23.68	101820	56.42	15.3	2.69	416.76	0
44	617.22	23.49	101820	56.96	14.9	3.11	417.72	0
44	747.37	23.4	101820	57.56	15.4	2.96	418.67	0
44	337.2	23.29	101820	57.5	14.9	2.95	424.31	0
44	526.67	23.27	101830	57.54	15.2	2.77	429.94	0
44	366.32	22.71	101850	59.79	15	2.47	433.81	0
44	240.83	22.29	101880	61.93	15.4	2.3	437.67	0
44	133.17	21.78	101910	64.32	15.5	2.16	428.92	0
44	224.77	21.44	101930	66.7	15.6	2.11	420.16	0
44	85.56	20.99	101970	68.91	15.5	1.73	422.88	0
44	27.43	20.83	101990	69.81	15.6	1.69	425.6	0
44	6.3	20.42	102010	71.7	15.8	1.61	426.07	0
44	0.24	20.29	102030	72.21	15.9	1.54	426.53	0
44	0	19.97	102030	73.52	15.9	1.25	431.1	0
44	0	19.72	102010	74.32	15.3	1.17	435.67	0
44	0	19.51	102010	73.56	14.8	1.16	436.19	0
44	0	19.26	102010	73.79	14.7	1.06	436.71	0
44	0	19.01	102000	73.53	14.5	1.19	440.36	0
45	0	18.72	101990	73.79	14.2	1.24	444.01	0
45	0	18.34	101970	74.83	14.2	1	447.77	0
45	0	18.04	101950	75.87	14.1	0.75	451.53	0
45	0	17.74	101940	77.11	14.1	0.68	454.73	0
45	0	17.45	101940	78.56	14.1	0.75	457.92	0
45	0	17.22	101940	79.81	14.3	0.61	463.38	0
45	0	16.93	101920	81.63	14.2	0.73	468.84	0
45	0	16.76	101910	82.9	14.4	0.57	468.75	0
45	0	16.66	101910	83.65	14.4	1.11	468.66	0
45	0	16.59	101920	84.15	14.3	0.95	470.69	0
45	0	16.51	101930	84.22	14.3	0.79	472.71	0
45	0	16.53	101950	83.84	14.3	0.5	477.53	0
45	0	16.64	101960	83.19	14.3	0.92	482.34	0
45	0	16.69	101980	82.31	14.2	0.86	493.83	0
45	2.26	16.99	102000	80.94	14.3	0.85	505.31	0
45	22.75	17.5	102020	78.48	14.2	0.94	504.43	0
45	62.67	17.97	102030	75.92	14.2	1.11	503.54	0
45	73.05	18.66	102040	72.37	14	0.83	497.07	0
45	107.48	19.26	102030	69.17	14	0.99	490.6	0
45	161.6	20.37	102010	64.65	13.8	1.09	473.61	0
45	222.53	21.29	102000	60.75	13.9	1.07	456.62	0
45	668.7	22.69	101980	55.9	13.9	1.12	451.67	0
45	795.5	23.73	101960	52.31	13.7	1.11	446.73	0
45	860	24.57	101910	49.95	13.2	1.33	433.39	0
45	925.33	25.78	101870	46.36	14.2	1.34	420.06	0
45	979.33	27.05	101830	43.65	14.7	1.72	418.38	0
45	1012.5	27.3	101790	44.48	15.1	1.61	416.7	0
